smiles,name,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Nc1nc2[nH]nnc2c(=O)[nH]1,Azaguanine-8,10.962592592592593,10.962592592592593,0.04958333333333376,-0.3877314814814812,0.4303161239320503,10.545454545454545,152.11700000000002,148.085,152.044658748,56.0,0.0,0.28197448572558687,-0.3692509339739148,0.3692509339739148,0.28197448572558687,1.4545454545454546,2.272727272727273,3.090909090909091,16.138859240047786,10.540527712602186,2.027942575381352,-1.8767509256338464,1.9613169503114511,-2.10366594676287,5.675470700068763,0.9538080095763326,2.337841088205032,3.024307136383607,441.02416352868136,7.8449349826912425,5.3272393461533625,5.3272393461533625,5.270856947829096,2.83722647082666,2.83722647082666,1.9601849495278452,1.9601849495278452,1.2191377206601814,1.2191377206601814,0.7774965332465049,0.7774965332465049,-1.92,514.325039405107,5.834283194759385,1.781046232647806,0.7407831621720292,59.63913992989844,5.733667477162185,0.0,11.16387793838399,5.948339280986494,5.559266895052007,0.0,9.778515705019029,5.098681808301038,4.983978520947208,5.098681808301038,5.213385095654868,0.0,0.0,0.0,0.0,17.112217219370486,0.0,25.37870575415136,0.0,0.0,5.733667477162185,10.35380407912383,0.0,0.0,11.29293437221419,5.948339280986494,0.0,0.0,25.37870575415136,0.0,0.0,0.0,4.794537184071822,0.0,11.16387793838399,0.0,113.34,0.0,4.794537184071822,0.0,17.02430689365476,5.647177220767728,0.0,0.0,0.0,0.0,25.37870575415136,5.733667477162185,0.0,0.0,16.988611111111112,9.311157407407407,5.317314814814815,0.04958333333333376,0.0,0.0,0.0,0.0,0.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,-1.3766000000000003,36.71679999999999,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)C(=N)NC(=N)N,Metformin hydrochloride,7.067777777777778,7.067777777777778,0.11342592592592626,-0.2141666666666664,0.24878483893146577,8.222222222222221,129.167,118.07900000000001,129.10144535199998,52.0,0.0,0.19687109774601289,-0.36979795817899275,0.36979795817899275,0.19687109774601289,1.4444444444444444,1.8888888888888888,2.0,15.267920813944366,10.75549987335213,1.9564507155409163,-2.125819992305421,1.696617422645782,-2.420618486272108,5.940582615945816,0.5987415586839497,1.6343741500928624,3.6444856791101587,126.919684538544,7.439157588755425,5.5245638646895845,5.5245638646895845,4.036581260209188,2.406709123344708,2.406709123344708,1.781709123344708,1.781709123344708,0.7002840785861559,0.7002840785861559,0.2393635016364836,0.2393635016364836,-1.26,60.47184355343591,7.739999999999999,2.9071056558917943,3.33347181008902,53.854365920373084,10.633577208012662,0.0,11.91910913748767,0.0,0.0,0.0,16.135355815589374,0.0,0.0,0.0,0.0,0.0,14.09534396535438,0.0,0.0,11.91910913748767,10.818567211583044,10.216698334856808,5.733667477162185,0.0,14.09534396535438,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,30.914362833692522,0.0,10.818567211583044,0.0,0.0,0.0,0.0,0.0,88.99000000000001,0.0,0.0,0.0,11.91910913748767,0.0,0.0,4.899909730850477,14.09534396535438,0.0,5.316788604006331,16.55223468874523,0.0,0.0,1.5152777777777777,16.0975,4.935833333333333,-0.10074074074074013,0.0,0.0,0.0,3.385462962962963,0.5,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.034159999999999,36.46349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Isoflupredone acetate,16.884033448664127,16.884033448664127,0.08568003590325013,-1.997378892143277,0.6793070532025509,47.06666666666667,420.47700000000015,391.2450000000002,420.19481686800003,164.0,0.0,0.3025656724874259,-0.4577419270678508,0.4577419270678508,0.3025656724874259,1.2666666666666666,1.9666666666666666,2.6333333333333333,19.147661520084178,9.443947541609699,2.7360659000254937,-2.621353432223264,2.6921488371803606,-2.68730031690813,6.009454275742367,-0.21723957649605619,2.9350178090259913,1.719118298314726,878.9191088442824,22.11251969619286,17.61212712812164,17.61212712812164,13.898355138210116,10.602310682119334,10.602310682119334,9.867111747376406,9.867111747376406,8.660931844665305,8.660931844665305,6.959947596231628,6.959947596231628,-1.86,3774972.9456842854,21.375021650003774,6.56716472164551,2.509378214036376,174.71756130302595,14.94991774348146,5.601050810983688,18.058886729623534,5.783244946364939,0.0,5.9693052879518484,14.383611552215466,4.39041504767482,0.0,0.0,18.572861836593773,57.097791574149824,23.671624184645573,6.103966387748303,33.72394434337174,17.535795180681728,0.0,0.0,22.665793031116344,70.24909673117958,6.606881964512918,23.80116485057091,0.0,0.0,0.0,4.39041504767482,0.0,0.0,51.72950895235372,19.120474506015512,22.665793031116344,52.87531971370191,23.80116485057091,0.0,0.0,0.0,100.90000000000002,52.48109620126232,24.596666341896878,4.39041504767482,24.542794238378352,24.835569398847294,0.0,19.075777413358384,19.92349450621513,0.0,0.0,4.736862953800049,21.70652707491145,0.0,35.822786520241024,22.555303475167744,-5.230096638020068,-2.279965190908778,0.0,4.467542217752215,4.124569207523075,0.0,0.6956521739130435,30.0,2.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,7.0,3.0,3.0,0.0,3.0,4.0,2.2205000000000004,104.94460000000004,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,Amprolium hydrochloride,5.985117157974301,5.985117157974301,0.5872250566893427,0.5872250566893427,0.8307832525292119,10.555555555555555,243.334,224.182,243.16042302808998,94.0,0.0,0.17863082830255572,-0.38315504409592294,0.38315504409592294,0.17863082830255572,1.3333333333333333,2.1666666666666665,2.8333333333333335,14.988071436026523,10.227754898980308,2.1052299065298006,-2.0460322354479152,2.080410602656391,-2.3694652045464615,5.363820213356998,-0.6938027968482933,2.3539634269898086,2.221076988239577,537.0672427020315,12.957819157813608,10.927062745197274,10.927062745197274,8.702708600407233,6.257291702668611,6.257291702668611,4.41662969208119,4.41662969208119,2.9297995506034002,2.9297995506034002,1.8467842798902538,1.8467842798902538,-1.9699999999999998,13591.784827439154,12.485967138919989,5.578101939568338,2.826522394961489,107.5220140239916,5.733667477162185,11.642267275834955,18.435527972374114,0.0,0.0,0.0,0.0,9.967957041894415,4.567099647791355,0.0,12.990104268152233,6.4208216229260096,31.67413653115293,5.563451491696996,4.567099647791355,5.817862777835028,0.0,9.967957041894415,0.0,33.23387405114585,5.733667477162185,47.67457233315636,0.0,0.0,10.30076712495354,5.817862777835028,0.0,0.0,9.967957041894415,12.965578028838586,6.923737199690624,30.42634280716202,30.59278834861098,0.0,0.0,0.0,55.68,0.0,0.0,0.0,0.0,12.362619183747604,24.229499235548943,5.693927994848461,0.0,24.52642128014937,34.44889815752863,5.733667477162185,2.133479544595616,0.0,8.69268046107332,0.0,8.14130955005459,1.414570998152348,6.105195366535554,5.78651990599321,4.89291084026203,0.0,0.35714285714285715,18.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,1.6555199999999999,70.91540000000003,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,Hydrochlorothiazide,11.633653628117914,11.633653628117914,0.014269731040564393,-4.0691038359788365,0.6544582690300507,18.235294117647058,297.74500000000006,289.68100000000004,296.9644754159999,94.0,0.0,0.24366456161935907,-0.37040168741078,0.37040168741078,0.24366456161935907,1.3529411764705883,2.0,2.588235294117647,35.495693767938526,10.290481523935407,2.2644715079106277,-2.1978055250762445,2.3171561594651515,-2.343831729463884,7.899931047456108,0.5807421280141186,2.134849960768007,2.7904937240424075,683.3155123780438,12.844934982691244,8.26661180454783,10.655533912421737,7.716162047958507,4.31553091882839,7.7229781173535725,3.325126454001831,6.99754663865525,2.1711652179249317,4.987914405774952,1.4173284469978171,3.7023527323273178,-0.8700000000000001,4303.857520908302,12.583385378594171,3.8175416799939437,2.2392150460713234,103.05494715630499,5.316788604006331,9.79096695103555,0.0,20.046582306815168,0.0,0.0,0.0,21.974567706265816,4.722094864452088,0.0,11.600939890232516,12.13273413692322,0.0,17.37871077732403,16.835593968657875,37.33490847173125,0.0,4.722094864452088,5.138973737607942,9.79096695103555,11.985479792905473,17.155367450664546,0.0,0.0,15.17785720606636,5.687386274683562,0.0,11.600939890232516,23.504285157557018,20.046582306815168,0.0,0.0,21.92370108795877,5.022633313741326,0.0,0.0,118.35999999999999,24.942065782332943,16.835593968657875,0.0,22.274194252841806,0.0,6.06636706846161,6.06636706846161,0.0,0.0,10.038883468458419,16.73991362784046,47.87880810657597,5.7245570357772735,-0.6211419753086411,7.529964332955405,0.23717592592592607,0.0,2.1493209876543213,0.0,0.014269731040564393,-7.8018430335097,0.14285714285714285,17.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,10.0,1.0,0.0,0.0,0.0,2.0,-0.35129999999999967,61.63640000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,Hydroflumethiazide,12.828472458427816,12.828472458427816,0.30421414399092983,-4.992935563114135,0.6699841555806898,18.2,331.29699999999997,323.233,330.990832396,112.0,0.0,0.4172993865637375,-0.3704318163338527,0.4172993865637375,0.3704318163338527,1.25,1.85,2.35,32.23469803777178,10.160194252339684,2.3891634326891933,-2.218226375625059,2.3839479826744485,-2.3497668905788887,7.899636900741135,-0.13943562028279535,2.2433377367708736,2.867738791827909,770.8922156146343,15.344934982691244,9.522540750566284,11.155533912421737,8.927486913363696,4.943495391837618,7.9729781173535725,3.8886230269715694,7.153843084884382,2.5242491339772566,4.916235804283065,1.6826377271844555,3.6318345291263077,-1.3700000000000003,14085.917649184315,15.027158953632522,4.3110501611482945,2.586795284466095,111.61322925259863,5.316788604006331,4.895483475517775,0.0,20.046582306815168,0.0,6.176298517443475,0.0,21.974567706265816,17.893340007476546,0.0,0.0,12.13273413692322,0.0,22.815012430797474,30.006839111682332,25.73396858149873,0.0,4.722094864452088,5.138973737607942,15.967265468479024,11.985479792905473,17.696185628620217,0.0,0.0,15.17785720606636,18.858631417708022,0.0,0.0,23.504285157557018,26.22288082425864,0.0,5.563451491696996,21.92370108795877,0.0,0.0,0.0,118.35999999999999,41.57729926699119,30.006839111682332,0.0,12.356077463582704,12.13273413692322,0.0,0.0,0.0,4.722094864452088,5.316788604006331,5.138973737607942,86.25005527210884,0.0,-1.9040740740740731,7.096029147770219,-1.8686805555555548,0.0,0.8010416666666669,-4.992935563114135,-0.30421414399092983,-8.827221749811034,0.25,20.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,12.0,1.0,0.0,0.0,0.0,2.0,0.014100000000000557,61.6284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)N([Na])S(=O)(=O)c1ccc(N)cc1,Sulfacetamide sodic hydrate,11.783909674981103,11.783909674981103,0.08509259259259316,-3.6650308641975298,0.5735435415079286,11.133333333333333,236.228,227.15599999999998,236.023157428,76.0,0.0,,,,,1.3333333333333333,1.8,2.2,,,,,,,,,2.167435083219359,3.1741614279139205,469.1650784845334,11.637828201504695,8.46695810330354,11.283454684231268,6.8530778411369155,4.205018542522921,6.539509062323476,3.0605880459590056,6.572506514421812,1.98194526474937,5.899951671040608,0.9671527600082147,2.734341320646472,-0.5600000000000002,1638.5809229138356,12.509252077562326,4.524707061706391,2.717797555476444,106.1873081121752,0.0,0.0,0.0,0.0,0.0,106.72849891721393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.212334168400758,49.86282139882979,0.0,1.8349869237663365,0.0,11.819220675208399,5.733667477162185,24.26546827384644,0.0,0.0,5.733667477162185,5.687386274683562,0.0,0.0,44.4049278788339,14.817828337479405,0.0,6.923737199690624,29.160951749364212,0.0,0.0,0.0,80.47,15.930470882759089,13.212334168400758,0.0,33.14044771690491,5.687386274683562,1.8349869237663365,31.18920547353706,0.0,0.0,0.0,5.733667477162185,24.39968820861678,0.12945405013857392,11.072530706727136,0.0,5.922200333837239,-0.47361882716049286,5.751828861174099,0.0,1.2240586419753088,-3.6650308641975298,0.125,15.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,-0.11050000000000021,56.314200000000014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(N)CCCC(C)(C)O,Heptaminol hydrochloride,9.289717498110356,9.289717498110356,0.2660648148148146,-0.5189583333333334,0.6255674875811107,15.3,145.24599999999998,126.09399999999997,145.146664228,62.0,0.0,0.059133293040092405,-0.3904719890089018,0.3904719890089018,0.059133293040092405,1.5,2.0,2.3,16.280966647501415,10.000111990797919,2.107704527510794,-2.164179516956813,2.1166001784741355,-2.2033998586480616,4.654956482947475,0.0678319299934252,1.5929097864510189,3.205455337414515,83.74860596185445,8.198670612749268,7.223234477438853,7.223234477438853,4.4165022194363885,3.8960920813300755,3.8960920813300755,3.681946669075724,3.681946669075724,1.448046040665037,1.448046040665037,0.8566476801431384,0.8566476801431384,-0.08,81.23839910900196,9.92,3.937882077383902,7.919999999999998,63.42797027781453,10.84019487200289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0336764678499,6.041840829147961,5.601050810983688,5.106527394840706,0.0,0.0,0.0,5.733667477162185,51.67656810798155,0.0,0.0,0.0,0.0,5.733667477162185,0.0,0.0,0.0,16.749419034972355,0.0,0.0,40.0336764678499,0.0,0.0,0.0,0.0,46.25,5.601050810983688,5.106527394840706,0.0,6.041840829147961,0.0,19.26246486877803,0.0,0.0,20.771211599071872,0.0,5.733667477162185,0.0,0.0,0.0,9.289717498110356,5.021163548752835,0.0,0.2660648148148146,2.8608101851851853,5.645577286470144,0.0,1.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.2748000000000002,43.798200000000016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,Levodopa,10.418623551272361,10.418623551272361,0.11425925925925906,-1.099477040816326,0.5125069246930146,12.357142857142858,197.18999999999997,186.10199999999995,197.068807832,76.0,0.0,0.32031552163797705,-0.5042598930844389,0.5042598930844389,0.32031552163797705,1.3571428571428572,2.0,2.5,16.367725722742637,10.064056512726951,2.1227788923257105,-2.0648184175949447,2.246488790153777,-2.3165470820827965,5.731199195975059,-0.1379995368714779,2.10922326203371,2.7772680269131413,350.6652327975252,10.71517847069432,7.343747204098415,7.343747204098415,6.502907755397974,3.9967885591797376,3.9967885591797376,2.9719215653681355,2.9719215653681355,1.812638001675133,1.812638001675133,1.037227028910416,1.037227028910416,-1.75,1115.7791056158326,10.331632653061224,3.972117202268431,2.366714454376792,80.41034351633131,21.0532496616843,6.041840829147961,11.49902366656781,0.0,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,6.06636706846161,24.117007251546223,0.0,0.0,20.11411936859394,5.9693052879518484,0.0,0.0,5.733667477162185,12.462662452073971,0.0,23.762552697081826,0.0,11.49902366656781,5.733667477162185,0.0,11.49902366656781,0.0,27.330728301621924,11.21535880699783,0.0,5.563451491696996,18.19910120538483,0.0,0.0,0.0,103.78000000000002,12.011146117099809,4.794537184071822,0.0,17.919845289493818,5.563451491696996,0.0,18.19910120538483,0.0,0.0,0.0,21.0532496616843,0.0,0.0,10.418623551272361,26.633114921894684,5.857960128495844,-1.6154629629629613,3.0915051020408155,0.11425925925925906,0.0,0.0,0.2222222222222222,14.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,0.052200000000000135,49.08680000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=c1nc(N2CCCCC2)cc(N)n1O,Minoxidil,9.252261432350718,9.252261432350718,0.14867913832199586,-0.22632086167800436,0.574966146791026,16.666666666666668,209.25300000000001,194.13299999999998,209.12766009999999,82.0,0.0,0.25902072521749653,-0.42349440933498583,0.42349440933498583,0.25902072521749653,1.3333333333333333,2.0,2.6,16.47079359526147,10.131329586704716,2.1315239774593655,-2.2727899052423375,2.168530685228574,-2.3346849215883734,5.4579786075264245,0.17140368138408618,2.262866989782502,2.316398284375318,407.45399773490533,10.836498814253964,8.479088826311823,8.479088826311823,7.181540550352055,5.06651492456801,5.06651492456801,3.722323940004949,3.722323940004949,2.622684352073006,2.622684352073006,1.7888411342386181,1.7888411342386181,-1.72,3149.9108497772427,9.820608400222834,3.7990994713070263,1.8790306939202912,87.43289760459399,15.840830232789951,11.635725555670057,0.0,0.0,5.618183454609236,0.0,5.409283605791522,0.0,4.983978520947208,4.7304076419062255,0.0,19.26246486877803,19.15587988028676,0.0,5.20725302477729,11.635725555670057,5.409283605791522,9.714386162853433,0.0,19.26246486877803,23.723090019837812,11.684550523070847,0.0,0.0,16.251760662621898,11.635725555670057,0.0,0.0,28.011151999455876,0.0,5.409283605791522,19.26246486877803,6.06636706846161,0.0,0.0,0.0,91.16000000000001,0.0,5.20725302477729,0.0,11.436046232444264,10.548270419741254,25.93115605767717,6.4208216229260096,6.06636706846161,0.0,9.883888251797686,11.142951082953708,0.5768317743764173,0.0,6.077916666666667,16.66730607520786,5.32811578798186,0.8315495086923662,1.6005555555555555,3.5262129157218443,1.89151171579743,0.0,0.5555555555555556,15.0,4.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,3.0,6.0,1.0,0.0,1.0,1.0,2.0,0.1723700000000003,55.74260000000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
